28.5    0 0.3 0.5
33.5    3.7   0.3  0.5
38.5    8.9    0.3 0.5
43.5    13.0    0.3 0.5
48.5    16.8    0.3 0.5
53.5    21.9    0.3 0.5
58.5    30.0    0.3 0.5
63.5    35.1    0.3 0.5
68.5    40.3    0.3 0.5
73.5    49.0    0.3 0.5
78.5    54.9    0.3 0.5
