9.3300589494	1.88897
9.0581455056	1.84843
8.7778129395	1.80715
8.4882271412	1.73905
8.1884064384	1.69103
7.8771822373	1.59942
7.5531450403	1.55344
7.2145685942	1.50390
6.8593002559	1.43410
6.4845971347	1.36926
6.0868711174	1.29949
5.6612719419	1.21753
5.2009614496	1.14917
4.6957427527	1.08766
4.1291645644	1.04918
3.4713109915	1.04659
2.6551836095	1.04403
