0.028	1.89	0.02
0.108	1.82	0.02
0.188	1.78	0.02
0.268	1.75	0.02
0.348	1.74	0.02
0.428	1.74	0.02
0.508	1.76	0.02
0.588	1.78	0.02
0.668	1.80	0.02
0.748   1.84	0.02
